"","UID","Chores","Hobbies","TV","Sports","Exercise"
"1669","92574010","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"1670","92574018","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all"
"1671","92574090","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"1672","92574200","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"1673","92574302","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"1674","92574314","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"1675","92574316","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"1676","92574390","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all"
"1677","92574614","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"1678","92574633","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1679","92574700","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all"
"1680","92574701","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"1681","92574703","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"1682","92574739","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1683","92574794","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all"
"1684","92574808","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"1685","92574810","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"1686","92575005","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1687","92575015","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"1688","92575017","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"1689","92575023","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1690","92575033","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1691","92575076","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"1692","92575095","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"1693","92575103","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"1694","92575120","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"1695","92575121","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"1696","92575154","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"1697","92575180","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"1698","92575201","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"1699","92575208","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"1700","92575213","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"1701","92575217","(2) 3 or 4 times","(0) Not at all","(0) Not at all","(0) Not at all","(0) Not at all"
"1702","92575222","(0) Not at all","(0) Not at all","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"1703","92575231","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"1704","92575237","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"1705","92575240","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"1706","92575244","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"1707","92575246","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"1708","92575247","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"1709","92575248","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times"
"1710","92575249","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"1711","92575259","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"1712","92575263","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1713","92575292","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times"
"1714","92575297","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1715","92575324","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1716","92575326","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"1717","92575350","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"1718","92575351","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"1719","92575364","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1720","92575373","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"1721","92575381","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"1722","92575395","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"1723","92575400","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1724","92575407","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"1725","92575420","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"1726","92575421","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"1727","92575434","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times"
"1728","92575526","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"1729","92575627","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"1730","92575771","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"1731","92575807","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"1732","92575827","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"1733","92575868","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times"
"1734","92575900","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"1735","92575905","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times"
"1736","92575907","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"1737","92575911","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"1738","92575916","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"1739","92575935","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"1740","92575939","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"1741","92575941","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"1742","92575944","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1743","92575951","(0) Not at all","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"1744","92575959","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"1745","92575971","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"1746","92575974","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1747","92575990","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1748","92575992","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1749","92575995","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"1750","92575999","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"1751","92576011","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"1752","92576033","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"1753","92576037","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"1754","92576040","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"1755","92576122","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1756","92576182","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"1757","92576248","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"1758","92576288","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"1759","92576312","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"1760","92576328","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"1761","92576353","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"1762","92576439","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times"
"1763","92576472","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times"
"1764","92576476","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"1765","92576493","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"1766","92576499","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"1767","92576504","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"1768","92576516","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1769","92576531","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"1770","92576533","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times"
"1771","92576555","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"1772","92576556","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"1773","92576606","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"1774","92576611","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"1775","92576693","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1776","92576694","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"1777","92576774","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"1778","92576857","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"1779","92576865","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"1780","92576937","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1781","92576939","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"1782","92576940","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"1783","92576950","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1784","92576984","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"1785","92577013","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"1786","92577065","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"1787","92577112","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"1788","92577127","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"1789","92577129","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"1790","92577156","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1791","92577160","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"1792","92577161","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"1793","92577217","(0) Not at all","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times"
"1794","92577252","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times"
"1795","92577326","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(3) 5 or more times"
"1796","92577368","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"1797","92577514","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times"
"1798","92577581","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"1799","92577582","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all"
"1800","92577617","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"1801","92577787","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"1802","92577864","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times"
"1803","92577917","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1804","92577918","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"1805","92577920","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"1806","92577927","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1807","92577929","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"1808","92577982","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times"
"1809","92577987","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"1810","92578034","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"1811","92578042","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"1812","92578067","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1813","92578108","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"1814","92578161","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"1815","92578227","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"1816","92578280","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"1817","92578283","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"1818","92578310","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"1819","92578387","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"1820","92578411","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"1821","92578423","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1822","92578428","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"1823","92578515","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"1824","92578517","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"1825","92578545","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"1826","92578562","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"1827","92578580","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"1828","92578586","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
